Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0000278~mitotic cell cycle	39	28.888888888888886	1.3606655373445328E-50	TUBAL3, DCTN1, CDCA5, BUB1B, SKA3, SKA1, AURKA, KIF15, TUBB8, TUBA3E, TUBA1C, TUBA1B, TUBB6, TUBA3D, TUBA1A, TUBA3C, TUBB3, TUBB1, NEK2, PLK4, DYNC1H1, TUBB, PLK1, TUBB8B, TBCD, TUBE1, MASTL, TUBB4B, TUBB4A, NDC80, TUBA4A, CIT, CENPE, TPX2, TUBB2B, CENPF, KIF18B, TUBB2A, TUBA8	131	147	19157	38.79747624240536	1.103499750786416E-47	1.103499750786416E-47	1.0273024806951223E-47
GOTERM_BP_DIRECT	GO:0051301~cell division	48	35.55555555555556	7.632555972363274E-47	ZWILCH, DCTN1, CDCA5, CCNF, NCAPG2, KIF14, NCAPG, BUB1B, SKA3, SMC4, NCAPH, SKA1, AURKA, SMC2, CCNB2, TUBA1C, TUBA1B, CCNB1, TUBA1A, NUF2, MCMBP, OIP5, NEK2, FBXO5, BUB3, SPDL1, BUB1, DYNC1H1, TUBB, MASTL, CDC25C, NDC80, ZWINT, CCNA2, CENPE, TPX2, CENPF, KIF18B, PRC1, KIFC1, TIMELESS, CDK1, KIF2C, KIF20B, MAD1L1, MAD2L1, PAFAH1B1, SPC25	131	380	19157	18.471996785857772	6.190002893586615E-44	3.0950014467933077E-44	2.881289879567136E-44
GOTERM_BP_DIRECT	GO:0007017~microtubule-based process	17	12.592592592592592	2.136515760339007E-27	TUBB, TUBE1, TUBB4A, TUBA4A, TUBB8, TUBA1C, TUBA1B, TUBB6, TUBA3D, TUBB2B, TUBA1A, TUBA3C, TUBB2A, TUBB3, GTSE1, PAFAH1B1, TUBA8	131	31	19157	80.19428712139867	1.7327142816349346E-24	5.775714272116448E-25	5.376897996853167E-25
GOTERM_BP_DIRECT	GO:0000226~microtubule cytoskeleton organization	24	17.77777777777778	1.0812114701031859E-26	TUBAL3, TUBB, TUBB8B, TBCD, TUBE1, TUBB4B, TUBB4A, TUBA4A, TUBB8, TUBA3E, TUBA1C, TUBA1B, TUBB6, TUBA3D, TUBB2B, TUBA1A, TUBA3C, TUBB2A, TUBB3, PRC1, TUBB1, CDK1, PAFAH1B1, TUBA8	131	127	19157	27.635270781991945	8.768625022536838E-24	2.1921562556342094E-24	2.0407866498197634E-24
GOTERM_BP_DIRECT	GO:0000070~mitotic sister chromatid segregation	15	11.11111111111111	2.632604324986804E-22	PLK1, NCAPG2, KIF25, SMC4, NDC80, ZWINT, KIF18A, KIF18B, ESPL1, INCENP, KIFC1, NUSAP1, NEK2, BUB3, MAD2L1	131	34	19157	64.51616524472384	2.1350421075642978E-19	4.2700842151285957E-20	3.975232530730074E-20
GOTERM_BP_DIRECT	GO:0007018~microtubule-based movement	17	12.592592592592592	7.316138009626888E-19	DYNC1H1, KIF14, KIF25, KIF23, KIF17, KIF6, KIF15, CENPE, KIF18A, KIF18B, KIFC2, KIFC1, KIF4A, KIF2C, KIF20A, KIFC3, KIF20B	131	88	19157	28.250260235947255	5.933387925807406E-16	9.888979876345676E-17	9.2061403287805E-17
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	11	8.148148148148149	6.991609543825817E-16	CENPF, ZWILCH, PLK1, BUB1B, TTK, BUB3, SPDL1, BUB1, ZWINT, MAD1L1, MAD2L1	131	26	19157	61.86934820904286	5.402345237826012E-13	8.100279057203911E-14	7.540950293697846E-14
GOTERM_BP_DIRECT	GO:0007059~chromosome segregation	14	10.37037037037037	3.1346241003351697E-15	HJURP, TTK, BRCA1, SKA3, NDC80, SKA1, CENPE, CENPF, INCENP, NUF2, OIP5, NEK2, DLGAP5, SPC25	131	75	19157	27.29750636132316	2.5210944443188055E-12	3.1777251817147784E-13	2.9583014946913165E-13
GOTERM_BP_DIRECT	GO:0007052~mitotic spindle organization	12	8.88888888888889	4.355155427507896E-14	DYNC1H1, CENPE, STIL, CCNB1, KIF4A, PLK1, NUF2, TTK, NDC80, DLGAP5, AURKA, SPC25	131	52	19157	33.74691720493247	3.5295322220463277E-11	3.924478946343226E-12	3.6534914975205125E-12
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	11	8.148148148148149	3.2922333798396515E-12	ESPL1, RACGAP1, INCENP, KIF4A, PLK1, NUSAP1, CKAP2, KIF23, KIF20A, CEP55, CIT	131	55	19157	29.24732824427481	2.670019094708209E-9	2.6700012710499573E-10	2.485636201778937E-10
